Pos-1,Pos-2,Pos-3,Pos-4,Pos-5,Pos-6,Pos-7,Pos-8,Pos-9,Pos-10,Pos-11,Pos-12,Pos-13,Pos-14,Pos-15,Pos-16,Pos-17
oxen,are,most,often,use,-d,in,teams,of,two,for,light,work,.,.,.,.
in,past,day,-s,very,large,teams,of,oxen,were,use,-d,for,heavy,work,.,.
the,oxen,are,put,into,pair,-s,and,each,pair,must,work,together,.,.,.,.
a,wood,-en,yoke,is,put,about,the,neck,of,each,pair,.,.,.,.,.
this,is,done,to,share,the,work,across,their,should,-er,-s,.,.,.,.,.
oxen,must,be,train,-ed,from,a,young,age,.,.,.,.,.,.,.,.
ox,teams,are,steer,-ed,by,shouted,commands,whistles,or,the,noise,of,a,whip,crack,.
men,who,drove,ox,teams,were,call,-ed,teamsters,.,.,.,.,.,.,.,.
oxen,can,pull,hard,-er,and,long,-er,than,horse,-s,especially,for,very,large,loads,.
they,are,not,as,fast,as,horse,-s,.,.,.,.,.,.,.,.,.
but,they,are,less,often,injured,or,less,like,-ly,to,startle,than,horse,-s,are,.
crow,-s,form,the,genus,corvus,are,in,the,family,corvidae,.,.,.,.,.,.
the,genus,include,-s,the,crow,the,rook,jackdaw,and,the,large,common,raven,.,.,.
the,corvus,make,-s,up,a,third,of,the,species,in,the,corvidae,.,.,.,.
crow,-s,appear,to,have,evolved,in,asia,from,corvid,stock,which,had,evolved,in,australia,.
crow,-s,will,eat,just,about,any,thing,from,insects,to,in-,vertebrate,-s,to,meat,.
they,also,enjoy,nuts,worms,and,vegetables,.,.,.,.,.,.,.,.,.,.
crow,-s,are,know,-n,for,being,shy,a-,round,human,-s,at,first,.,.,.
crow,-s,are,natural,-ly,shy,and,war,-y,creature,-s,.,.,.,.,.,.
they,prefer,open,area,-s,with,good,visibility,and,safe,place,-s,to,perch,and,roost,.
crow,-s,have,keen,eye,sight,.,.,.,.,.,.,.,.,.,.,.
crow,-s,such,as,the,all,black,carrion,crow,are,fairly,solitary,.,.,.,.,.
they,are,usually,found,alone,or,in,pair,-s,.,.,.,.,.,.,.,.
they,may,some,time,-s,form,flocks,as,well,.,.,.,.,.,.,.,.
some,crow,species,not,only,use,tools,but,also,make,tools,.,.,.,.,.,.
they,have,a,brain,size,as,large,as,some,apes,.,.,.,.,.,.,.
historic,-ally,the,crow,was,believed,to,be,a,divine,agent,.,.,.,.,.,.
a,deer,is,a,even,toed,ungulate,mammal,.,.,.,.,.,.,.,.,.
they,form,the,family,cervidae,.,.,.,.,.,.,.,.,.,.,.,.
there,are,about,six,-ty,species,of,deer,.,.,.,.,.,.,.,.,.
they,original,-ly,live,-d,in,the,north,-ern,hemisphere,.,.,.,.,.,.,.
they,now,are,native,to,europe,asia,north,america,and,south,america,.,.,.,.,.
al-,most,all,adult,deer,have,antlers,except,one,the,water,deer,which,has,tusks,.,.
only,male,deer,have,antlers,except,for,reindeer,where,both,sexes,carry,antlers,.,.,.,.
the,antlers,are,deciduous,and,drop,off,after,the,mating,season,.,.,.,.,.,.
musk,deer,and,chevrotains,have,no,antlers,and,are,not,deer,.,.,.,.,.,.
they,are,ruminants,.,.,.,.,.,.,.,.,.,.,.,.,.,.
they,are,no,more,close,-ly,related,to,deer,than,any,other,even,toed,ungulate,-s,.
deer,do,not,make,nest,-s,or,den,-s,.,.,.,.,.,.,.,.
they,find,a,safe,and,comfortable,place,to,rest,under,low,hang,-ing,evergreen,branch,-es,.
they,stay,close,to,where,they,can,find,food,.,.,.,.,.,.,.,.
in,summer,they,eat,grass,-es,plant,-s,and,weeds,.,.,.,.,.,.,.
in,the,fall,they,like,mushrooms,and,small,branch,-es,.,.,.,.,.,.,.
they,do,not,store,their,food,for,the,winter,.,.,.,.,.,.,.,.
if,the,snow,is,not,deep,they,use,their,hooves,to,un-,cover,moss,and,leave,-s
the,doe,usually,has,one,or,two,fawn,-s,in,the,spring,.,.,.,.,.
the,fawn,is,precocial,and,can,stand,immediately,after,birth,but,is,weak,.,.,.,.
the,doe,will,hide,each,fawn,in,a,different,place,.,.,.,.,.,.,.
deer,have,many,predator,-s,.,.,.,.,.,.,.,.,.,.,.,.
wolves,cougar,dog,-s,and,people,will,eat,deer,.,.,.,.,.,.,.,.
genera,-l,-ly,speaking,deer,prefer,mixed,forest,and,grass,land,area,-s,.,.,.,.
in,form,-er,time,-s,wolves,were,the,number,one,enemy,of,deer,.,.,.,.
the,rut,establishes,which,male,-s,are,dominant,.,.,.,.,.,.,.,.,.
each,success,-ful,male,has,a,group,of,fe-,male,-s,.,.,.,.,.,.
the,group,stay,-s,together,until,the,fawn,-s,are,born,about,four,or,five,month,-s
deer,are,by,nature,gregarious,and,like,to,live,together,.,.,.,.,.,.,.
this,help,-s,their,defence,against,predator,-s,.,.,.,.,.,.,.,.,.
the,details,vary,between,species,.,.,.,.,.,.,.,.,.,.,.,.
the,actual,defence,against,attack,is,decided,by,the,dominant,male,.,.,.,.,.,.
he,decides,whether,to,stand,and,if,necessary,to,fight,.,.,.,.,.,.,.
male,-s,keep,their,antlers,for,half,a,year,.,.,.,.,.,.,.,.
if,they,run,deer,are,out,stand,-ing,runners,.,.,.,.,.,.,.,.
if,they,stand,they,can,kick,.,.,.,.,.,.,.,.,.,.,.
they,will,not,attack,human,-s,un-,less,the,male,sense,-s,danger,.,.,.,.
he,give,-s,warning,by,posture,and,sound,.,.,.,.,.,.,.,.,.
the,fe-,male,-s,also,join,up,in,large,herd,-s,which,can,defend,themselves,fairly,well
deer,are,browsers,and,feed,main,-ly,on,leave,-s,.,.,.,.,.,.,.
this,is,most,-ly,low,fibre,food,.,.,.,.,.,.,.,.,.,.
deer,are,a,monophyletic,group,.,.,.,.,.,.,.,.,.,.,.,.
they,originated,in,the,north,-ern,hemisphere,.,.,.,.,.,.,.,.,.,.
they,arrived,in,some,gondwana,continent,-s,much,late,-r,.,.,.,.,.,.,.
below,north,africa,there,are,no,deer,.,.,.,.,.,.,.,.,.,.
their,place,in,the,eco-,system,-s,is,take,-n,by,antelopes,.,.,.,.,.
they,occupy,a,niche,similar,to,the,deer,.,.,.,.,.,.,.,.,.
antelopes,are,not,a,monophyletic,group,.,.,.,.,.,.,.,.,.,.,.
elephant,-s,are,the,biggest,living,land,mammal,-s,.,.,.,.,.,.,.,.
they,have,long,nose,-s,call,-ed,trunk,-s,and,large,flapping,ear,-s,.,.,.
at,birth,an,elephant,calf,may,be,as,big,as,one,hundred,kg,.,.,.,.
the,baby,elephant,develop,-s,for,twenty,to,twenty,two,month,-s,in-,side,its,mother,.
in,the,wild,elephant,-s,have,strong,family,relationship,-s,.,.,.,.,.,.,.
their,way,-s,of,acting,toward,other,elephant,-s,are,hard,for,people,to,under,stand,.
they,talk,to,each,other,with,very,low,sound,-s,.,.,.,.,.,.,.
most,elephant,-s,sound,-s,are,so,low,people,can,not,hear,them,.,.,.,.
there,are,two,living,genera,of,elephant,-s,.,.,.,.,.,.,.,.,.
the,trunk,is,a,very,long,nose,made,from,the,upper,lip,.,.,.,.,.
an,elephant,use,-s,its,trunk,to,grab,objects,such,as,food,.,.,.,.,.
an,elephant,also,use,-s,its,trunk,when,it,trumpets,.,.,.,.,.,.,.
it,stand,-s,still,raise,-s,its,trunk,and,blows,.,.,.,.,.,.,.
elephant,-s,have,teeth,and,tusks,.,.,.,.,.,.,.,.,.,.,.
a,lot,of,ivory,come,-s,from,elephant,tusks,.,.,.,.,.,.,.,.
in,total,elephant,-s,have,twenty,four,teeth,.,.,.,.,.,.,.,.,.
when,the,last,molar,fall,-s,out,the,elephant,dies,be-,cause,it,can,not,eat,.
they,can,live,for,about,seven,-ty,year,-s,.,.,.,.,.,.,.,.
elephant,-s,use,their,teeth,in,sequence,not,all,at,once,.,.,.,.,.,.
africa,-n,elephant,-s,are,large,-r,and,have,bigger,ear,-s,.,.,.,.,.
they,are,graze,-rs,who,still,do,a,lot,of,browsing,.,.,.,.,.,.
these,big,ear,-s,have,many,veins,which,carry,blood,through,out,the,body,.,.,.
fe-,male,africa,-n,elephant,-s,have,tusks,but,fe-,male,asia,-n,elephant,-s,do,not
africa,-n,elephant,-s,have,a,low,place,in,their,back,.,.,.,.,.,.
africa,-n,elephant,-s,have,two,finger,-s,at,the,end,of,their,trunk,-s,.,.
asia,-n,elephant,-s,only,have,one,finger,at,the,end,of,their,trunk,-s,.,.
some,africa,-n,elephant,-s,live,on,the,savanna,while,other,-s,live,in,the,forest,.
today,many,people,think,these,are,different,species,.,.,.,.,.,.,.,.,.
elephant,-s,are,distantly,related,to,sea,cow,-s,which,are,large,aquatic,mammal,-s,.,.
early,ancestor,-s,in,the,palaeocene,and,eocene,were,small,semi,aquatic,animal,-s,.,.,.
by,the,miocene,several,group,-s,of,large,main,-ly,forest,dwelling,elephant,-s,evolved,.,.
they,last,-ed,a,long,time,and,were,hunt,-ed,by,modern,man,.,.,.,.
this,favoured,special,-ist,grass,feed,-ers,over,genera,-l,-ist,eaters,.,.,.,.,.
this,change,in,the,diet,-ary,supply,was,one,of,the,main,factors,.,.,.,.
this,force,-d,them,toward,extinct,-ion,.,.,.,.,.,.,.,.,.,.
the,significant,thing,about,modern,elephant,-s,is,that,they,eat,grass,.,.,.,.,.
human,-s,have,use,-d,elephant,-s,for,different,thing,-s,.,.,.,.,.,.
the,carthaginian,genera,-l,hannibal,took,some,elephant,-s,across,the,alps,.,.,.,.,.
he,probably,use,-d,the,north,africa,-n,elephant,.,.,.,.,.,.,.,.
this,kind,of,elephant,doe,-s,not,live,today,.,.,.,.,.,.,.,.
it,was,small,-er,than,other,africa,-n,elephant,-s,.,.,.,.,.,.,.
many,circuses,have,them,.,.,.,.,.,.,.,.,.,.,.,.,.
south,asia,-n,people,-s,use,-d,them,for,several,thing,-s,.,.,.,.,.
they,fought,in,armies,.,.,.,.,.,.,.,.,.,.,.,.,.
they,also,crushed,criminals,.,.,.,.,.,.,.,.,.,.,.,.,.
how,ever,people,have,never,domesticated,elephant,-s,.,.,.,.,.,.,.,.,.
domesticated,animal,-s,are,tame,.,.,.,.,.,.,.,.,.,.,.,.
they,have,babies,under,human,control,.,.,.,.,.,.,.,.,.,.,.
the,male,elephant,in,heat,is,danger,-ous,and,hard,to,control,.,.,.,.,.
this,state,is,call,-ed,must,-h,.,.,.,.,.,.,.,.,.,.
most,elephant,-s,use,-d,by,people,are,fe-,male,except,those,use,-d,in,war,.
in,a,battle,fe-,male,elephant,-s,run,from,male,-s,.,.,.,.,.,.
so,armies,need,-ed,male,elephant,-s,.,.,.,.,.,.,.,.,.,.
both,africa,-n,and,asia,-n,elephant,-s,are,endangered,species,.,.,.,.,.,.
africa,-n,elephant,-s,receive,some,legal,protect,-ion,.,.,.,.,.,.,.,.
this,is,in,ever,-y,country,where,they,are,found,.,.,.,.,.,.,.
conservation,efforts,in,some,area,-s,have,led,to,more,elephant,-s,.,.,.,.,.
local,number,-s,may,be,control,led,by,contraception,.,.,.,.,.,.,.,.
or,by,moving,the,elephant,-s,to,other,place,-s,.,.,.,.,.,.,.
in,nineteen,eight,-y,nine,trade,in,elephant,-s,and,their,product,-s,was,made,illegal,.
a,total,of,a-,round,four,hundred,and,for,-ty,thousand,individual,-s,are,estimated,.,.
a-,round,half,of,the,population,is,in,india,.,.,.,.,.,.,.,.
a,fe-,male,elephant,will,have,a,single,baby,ever,-y,four,or,five,year,-s,.
calves,are,born,eight,-y,five,cm,tall,and,weigh,a-,round,one,hundred,and,twenty,kg
an,elephant,-s,gestation,last,-s,about,twenty,two,month,-s,.,.,.,.,.,.
another,fe-,male,elephant,often,stay,-s,with,the,new,mother,until,its,baby,is,born,.
the,new,born,elephant,can,often,stand,within,a,half,hour,.,.,.,.,.,.
mother,elephant,-s,touch,their,babies,gently,with,their,trunk,-s,.,.,.,.,.,.
baby,elephant,-s,nurse,for,the,first,two,year,-s,of,their,live,-s,.,.,.
after,it,is,born,the,baby,wobbles,in,search,of,its,mother,-s,milk,.,.,.
one,of,the,most,famous,fictional,elephant,-s,is,dumbo,.,.,.,.,.,.,.
it,is,a,flying,elephant,in,a,disney,movie,.,.,.,.,.,.,.,.
the,elephant,-s,child,is,one,of,rudyard,kiplings,just,so,stories,.,.,.,.,.
ganesha,is,the,god,of,wisdom,in,hinduism,.,.,.,.,.,.,.,.,.
the,elephant,is,the,symbol,for,the,unit,-ed,state,-s,republican,part,-y,.,.,.
it,is,like,the,democratic,part,-y,-s,donkey,.,.,.,.,.,.,.,.
he,did,that,in,a,harpers,weekly,cartoon,in,eighteen,seven,-ty,four,.,.,.,.
fish,are,a,group,of,animal,-s,.,.,.,.,.,.,.,.,.,.
they,live,in,water,and,respire,from,their,gills,.,.,.,.,.,.,.,.
as,a,group,they,are,much,old,-er,than,other,vertebrate,-s,.,.,.,.,.
fish,use,-d,to,be,a,class,of,vertebrate,-s,.,.,.,.,.,.,.
now,the,term,cover,-s,five,class,-es,of,animal,-s,that,live,in,the,water,.
there,are,more,fish,than,four,limb,-ed,animal,-s,.,.,.,.,.,.,.
fish,are,usually,cover,-ed,with,scale,-s,.,.,.,.,.,.,.,.,.
they,have,two,sets,of,pair,-ed,fins,and,several,un-,pair,-ed,fins,.,.,.
there,are,many,different,kind,-s,of,fish,.,.,.,.,.,.,.,.,.
the,thing,to,re-,member,is,that,they,all,have,adaptation,-s,.,.,.,.,.
these,feature,-s,let,them,live,in,the,way,they,do,.,.,.,.,.,.
they,live,in,water,.,.,.,.,.,.,.,.,.,.,.,.,.
but,living,in,a,fast,flowing,river,is,different,from,living,in,a,slow,moving,river,.
in,the,sea,the,depth,they,live,at,matters,.,.,.,.,.,.,.,.
some,fish,are,less,than,one,centi,meter,long,.,.,.,.,.,.,.,.
the,large,-st,fish,is,the,whale,shark,.,.,.,.,.,.,.,.,.
they,can,be,al-,most,fifteen,meter,-s,long,and,weigh,fifteen,tons,.,.,.,.
al-,most,all,fish,live,in,the,water,.,.,.,.,.,.,.,.,.
a,group,of,fish,call,-ed,the,lung,fish,have,develop,-ed,lung,-s,.,.,.
the,english,word,fish,is,not,just,one,phylum,.,.,.,.,.,.,.,.
some,fish,are,more,close,-ly,related,to,land,animal,-s,.,.,.,.,.,.
all,land,animal,-s,are,their,descendants,.,.,.,.,.,.,.,.,.,.
fish,is,not,a,form,-al,taxonomic,group,-ing,in,systematic,biology,.,.,.,.,.
amphibia,-ns,reptiles,bird,-s,and,mammal,-s,all,descended,from,lobe,finned,fish,.,.,.
fish,are,the,oldest,vertebrate,group,.,.,.,.,.,.,.,.,.,.,.
the,term,include,-s,a,huge,range,of,type,-s,.,.,.,.,.,.,.
these,are,the,main,group,-s,.,.,.,.,.,.,.,.,.,.,.
certain,animal,-s,that,have,the,word,fish,in,their,name,are,not,real,-ly,fish,.
some,animal,-s,look,like,fish,but,are,not,.,.,.,.,.,.,.,.
most,kind,-s,of,fish,have,bone,-s,.,.,.,.,.,.,.,.,.
some,kind,-s,of,fish,such,as,shark,-s,and,rays,do,not,have,real,bone,-s
all,fish,are,cover,-ed,with,overlapping,scale,-s,.,.,.,.,.,.,.,.
each,major,group,of,fish,has,its,own,special,type,of,scale,.,.,.,.,.
teleosts,have,what,are,call,-ed,leptoid,scale,-s,.,.,.,.,.,.,.,.
these,also,overlap,in,a,head,to,tail,direct,-ion,producing,a,tough,out,-er,lay,-er
shark,skin,is,available,for,purchase,as,shagreen,.,.,.,.,.,.,.,.,.
shagreen,as,original,is,smooth,in,one,direct,-ion,and,rough,in,the,other,direct,-ion,.
there,are,various,type,-s,of,eel,.,.,.,.,.,.,.,.,.,.
their,life,style,has,evolved,many,time,-s,.,.,.,.,.,.,.,.,.
example,-s,are,salmon,trout,the,sea,lamprey,and,three,spine,-d,stickleback,.,.,.,.
some,of,the,common,marine,fish,are,from,the,family,pomacentridae,.,.,.,.,.,.
fish,swim,by,exerting,force,against,the,surrounding,water,.,.,.,.,.,.,.,.
there,are,except,-ion,-s,.,.,.,.,.,.,.,.,.,.,.,.
this,is,usually,done,by,the,fish,contracting,muscle,-s,on,either,side,of,its,body,.
the,latter,group,profits,from,the,gained,manoeuvrability,.,.,.,.,.,.,.,.,.
this,is,need,-ed,for,example,when,living,in,coral,reef,-s,.,.,.,.,.
fish,can,swim,slow,-ly,for,many,hour,-s,using,red,muscle,fibre,-s,.,.,.
they,also,make,short,fast,bursts,using,white,muscle,.,.,.,.,.,.,.,.
the,two,type,-s,of,muscle,have,a,fundamentally,different,physiology,.,.,.,.,.,.
the,white,fibre,-s,get,their,energy,by,converting,the,carbohydrate,glycogen,to,lactate,.,.,.
this,is,anaerobic,metabolism,that,is,it,doe,-s,not,need,oxygen,.,.,.,.,.
they,are,use,-d,for,fast,short,bursts,.,.,.,.,.,.,.,.,.
once,the,lactic,acid,build,-s,up,in,the,muscle,-s,they,stop,work,-ing,.,.
swimming,for,long,period,-s,need,-s,oxygen,for,the,red,fibre,-s,.,.,.,.
the,oxygen,supply,has,to,be,constant,.,.,.,.,.,.,.,.,.,.
these,fibre,-s,only,operate,aerobically,.,.,.,.,.,.,.,.,.,.,.
they,are,red,be-,cause,they,have,a,rich,blood,supply,and,they,contain,myoglobin,.,.
myoglobin,transports,the,oxygen,to,the,oxidising,system,-s,.,.,.,.,.,.,.,.
red,muscle,get,-s,its,energy,by,oxidising,fat,.,.,.,.,.,.,.,.
this,has,twice,as,much,energy,as,carbohydrate,or,protein,by,weight,.,.,.,.,.
many,fish,swim,in,group,-s,.,.,.,.,.,.,.,.,.,.,.
schools,of,fish,can,swim,together,for,long,distance,-s,.,.,.,.,.,.,.
they,may,be,chase,-d,by,predator,-s,which,also,swim,in,schools,.,.,.,.
the,shape,of,the,body,of,a,fish,is,important,to,its,swimming,.,.,.,.
this,is,be-,cause,streamlined,body,shape,-s,make,-s,the,water,drag,less,.,.,.
her,-e,are,some,common,fish,shape,-s,.,.,.,.,.,.,.,.,.
the,picture,on,the,right,show,-s,a,shark,.,.,.,.,.,.,.,.
this,shark,-s,shape,is,call,-ed,fusiform,.,.,.,.,.,.,.,.,.
it,is,an,ovoid,shape,where,both,end,-s,of,the,fish,are,point,-y,.,.
this,is,the,best,shape,for,going,through,water,quickly,.,.,.,.,.,.,.
fish,-es,with,fusiform,shape,-s,can,chase,prey,and,escape,predator,-s,quickly,.,.,.
many,live,in,the,open,ocean,and,swim,constant,-ly,like,marlins,swordfish,and,tuna,.,.
porpoises,dolphins,kill,-er,whale,-s,all,have,similar,shape,-s,.,.,.,.,.,.
the,long,ribbon,like,shape,of,an,eel,-s,body,show,-s,another,shape,.,.,.
flat,fish,live,on,the,bottom,of,the,ocean,or,lake,.,.,.,.,.,.
most,use,camouflage,.,.,.,.,.,.,.,.,.,.,.,.,.,.
reef,fish,also,have,flat,bodies,and,their,body,is,often,high,-ly,colour,-ed,.,.
people,eat,many,different,kind,-s,of,fish,.,.,.,.,.,.,.,.,.
these,include,carp,cod,and,her,ring,.,.,.,.,.,.,.,.,.,.
the,word,to,fish,is,also,use,-d,for,the,activity,of,catch,-ing,fish,-es,.
people,catch,fish,with,nets,from,the,side,of,the,water,or,from,boats,.,.,.
people,can,also,catch,fish,with,fish,-ing,poles,and,fishhooks,with,bait,.,.,.,.
this,is,often,call,-ed,angling,.,.,.,.,.,.,.,.,.,.,.
there,are,less,and,less,fish,in,the,sea,.,.,.,.,.,.,.,.
selective,breed,-ing,of,carp,made,them,into,the,domesticated,koi,in,japan,and,goldfish,in,china
this,breed,-ing,began,over,two,thousand,year,-s,ago,.,.,.,.,.,.,.
the,chinese,brought,their,goldfish,indoor,-s,during,the,song,dynasty,.,.,.,.,.,.
they,kept,them,in,large,ceramic,vessels,.,.,.,.,.,.,.,.,.,.
frog,-s,are,amphibia,-ns,and,vertebrate,-s,of,the,order,anura,.,.,.,.,.
there,is,not,much,differ,-ence,between,frog,-s,and,toad,-s,.,.,.,.,.
they,are,not,classified,separate,-ly,.,.,.,.,.,.,.,.,.,.,.
the,toad,life,style,is,an,adaptation,to,living,in,drier,habitat,-s,.,.,.,.
frog,-s,can,live,on,land,and,in,fresh,water,.,.,.,.,.,.,.
they,can,not,survive,in,salt,water,.,.,.,.,.,.,.,.,.,.
their,development,is,by,metamorphosis,.,.,.,.,.,.,.,.,.,.,.,.
they,usually,hatch,as,tadpoles,from,egg,-s,.,.,.,.,.,.,.,.,.
the,egg,-s,are,laid,by,a,fe-,male,frog,.,.,.,.,.,.,.
the,egg,-s,are,call,-ed,frog,spawn,.,.,.,.,.,.,.,.,.
tadpoles,have,tail,-s,and,gills,.,.,.,.,.,.,.,.,.,.,.
the,frog,let,develop,-s,lung,-s,to,breath,-e,air,instead,of,gills,.,.,.
but,they,still,have,tail,-s,.,.,.,.,.,.,.,.,.,.,.
adult,frog,-s,can,jump,with,their,legs,.,.,.,.,.,.,.,.,.
they,have,long,tongue,-s,that,they,use,to,catch,bugs,.,.,.,.,.,.
they,make,a,sound,call,-ed,a,croak,.,.,.,.,.,.,.,.,.
some,species,live,in,tree,-s,.,.,.,.,.,.,.,.,.,.,.
some,type,-s,of,frog,are,protect,-ed,by,being,poison,-ous,.,.,.,.,.
frog,-s,live,all,over,the,world,.,.,.,.,.,.,.,.,.,.
frog,legs,are,some,time,-s,eat,-en,as,food,in,france,.,.,.,.,.
the,kill,-ing,of,frog,-s,might,have,an,effect,on,the,eco-,system,.,.,.
for,example,frog,-s,eat,mosquitoes,.,.,.,.,.,.,.,.,.,.,.
if,frog,-s,are,kill,-ed,the,-n,there,are,few,-er,frog,-s,to,eat,mosquitoes
so,more,and,more,mosquitoes,are,born,.,.,.,.,.,.,.,.,.,.
in,these,area,-s,there,are,more,diseases,that,mosquitoes,carry,.,.,.,.,.,.
how,ever,for,this,to,apply,frog,-s,would,have,to,be,a,major,predator,of,mosquitoes
frog,-s,are,cold,blood,-ed,animal,-s,.,.,.,.,.,.,.,.,.
this,mean,-s,that,they,need,heat,to,keep,up,their,body,temperature,.,.,.,.
if,the,temperature,out,side,is,cold,amphibia,-ns,will,not,be,active,.,.,.,.
amphibia,-ns,can,get,heat,from,the,sun,usually,in-,direct,-ly,.,.,.,.,.
some,frog,-s,aestivate,during,winter,or,during,droughts,.,.,.,.,.,.,.,.
they,usually,look,for,under,ground,place,to,aestivate,.,.,.,.,.,.,.,.
these,include,burrow,-ing,in,mud,-s,and,holes,.,.,.,.,.,.,.,.
they,survive,by,getting,oxygen,through,their,skin,.,.,.,.,.,.,.,.,.
frog,-s,have,skin,with,no,scale,-s,or,hair,.,.,.,.,.,.,.
they,can,take,in,oxygen,from,either,water,or,air,.,.,.,.,.,.,.
mucus,that,help,-s,their,skin,to,stay,wet,and,slippery,.,.,.,.,.,.
many,amphibia,-ns,have,toxic,skin,.,.,.,.,.,.,.,.,.,.,.
many,frog,-s,are,semi,aquatic,.,.,.,.,.,.,.,.,.,.,.
they,may,live,on,both,land,and,in,water,.,.,.,.,.,.,.,.
these,include,ponds,swamps,river,-s,and,lake,-s,.,.,.,.,.,.,.,.
most,adult,-s,live,where,they,grew,up,.,.,.,.,.,.,.,.,.
a,toad,is,a,large,type,of,frog,.,.,.,.,.,.,.,.,.
it,is,not,a,scientific,term,but,a,popular,one,.,.,.,.,.,.,.
all,toad,-s,are,frog,-s,but,not,all,frog,-s,are,toad,-s,.,.,.
toad,-s,main,-ly,evolved,in,dry,climates,.,.,.,.,.,.,.,.,.
many,toad,-s,have,rough,-er,brown,-er,skin,.,.,.,.,.,.,.,.
many,toad,-s,also,burrow,.,.,.,.,.,.,.,.,.,.,.,.
that,depend,-s,on,the,environment,the,toad,evolved,in,.,.,.,.,.,.,.
toad,-s,lay,egg,-s,in,strings,attached,to,rock,-s,.,.,.,.,.,.
true,frog,-s,lay,egg,-s,in,a,jelly,like,mass,.,.,.,.,.,.
also,toad,-s,genera,-l,-ly,have,short,-er,legs,and,fatter,bodies,.,.,.,.
most,frog,-s,develop,from,tadpoles,.,.,.,.,.,.,.,.,.,.,.
tadpoles,develop,from,egg,-s,laid,in,water,.,.,.,.,.,.,.,.,.
normal,-ly,the,egg,-s,are,fertilised,after,they,are,laid,.,.,.,.,.,.
this,is,call,-ed,external,fertilisation,.,.,.,.,.,.,.,.,.,.,.
how,ever,some,use,internal,fertilisation,.,.,.,.,.,.,.,.,.,.,.
how,ever,a,new,species,has,been,dis-,cover,-ed,in,indonesia,.,.,.,.,.
it,give,-s,birth,to,live,tadpoles,.,.,.,.,.,.,.,.,.,.
the,limnonectes,family,are,know,-n,as,fanged,frog,-s,.,.,.,.,.,.,.
they,have,twin,projections,on,their,low,-er,jaw,-s,that,are,use,-d,in,fight,-ing
it,is,an,island,which,is,rapid,-ly,losing,its,forest,-s,.,.,.,.,.
despite,these,limitations,frog,-s,are,wide,spread,.,.,.,.,.,.,.,.,.
they,have,adapt,-ed,to,many,climates,even,desert,-s,.,.,.,.,.,.,.
they,rely,on,specific,adaptation,-s,to,survive,.,.,.,.,.,.,.,.,.
member,-s,of,the,genus,cyclorana,live,in,the,australia,-n,central,desert,.,.,.,.
they,bury,themselves,under,ground,.,.,.,.,.,.,.,.,.,.,.,.
they,create,a,waterproof,cocoon,in,which,to,aestivate,during,dry,period,-s,.,.,.,.
once,it,rain,-s,they,come,out,find,a,temporary,pool,and,breed,.,.,.,.
some,frog,species,are,adapt,-ed,to,a,cold,environment,.,.,.,.,.,.,.
most,of,these,species,do,not,come,to,the,ground,except,to,mate,.,.,.,.
over,all,frog,-s,are,a,success,-ful,and,wide,spread,group,.,.,.,.,.
a,giraffe,is,a,mammal,which,live,-s,in,africa,.,.,.,.,.,.,.
giraffe,-s,have,an,even,number,of,toes,and,are,the,tall,-est,land,animal,-s,.
giraffe,-s,have,a,very,long,neck,and,long,legs,.,.,.,.,.,.,.
this,help,-s,them,reach,tall,branch,-es,.,.,.,.,.,.,.,.,.
they,have,a,long,black,tongue,up,to,for,-ty,five,cm,in,length,.,.,.
their,fur,has,a,light,yellowish,tan,or,off,white,colour,with,brown,or,russet,patches,.
no,two,giraffe,-s,have,the,same,pattern,.,.,.,.,.,.,.,.,.
the,different,sub,species,have,different,coat,pattern,-s,.,.,.,.,.,.,.,.
the,horn,-s,are,call,-ed,ossicones,.,.,.,.,.,.,.,.,.,.
these,come,from,the,cartilage,dis-,place,-d,from,their,skull,.,.,.,.,.,.
giraffe,-s,are,found,in,part,-s,of,africa,.,.,.,.,.,.,.,.
giraffe,-s,eat,most,-ly,leave,-s,from,tall,tree,-s,.,.,.,.,.,.
their,rough,tongue,allow,-s,them,to,eat,the,acacia,leave,-s,protect,-ed,by,thorns,.
they,can,go,with,out,water,for,weeks,.,.,.,.,.,.,.,.,.
giraffe,-s,live,alone,or,in,loose,group,-s,.,.,.,.,.,.,.,.
giraffe,-s,give,birth,while,stand,-ing,.,.,.,.,.,.,.,.,.,.
so,the,baby,fall,-s,down,two,metres,.,.,.,.,.,.,.,.,.
young,giraffe,-s,be-,come,mature,when,they,are,four,year,-s,old,.,.,.,.
they,are,full,-y,grow,-n,when,they,are,six,year,-s,old,.,.,.,.
giraffe,-s,use,their,feet,to,kick,predator,-s,a-,way,.,.,.,.,.,.
mature,male,giraffe,-s,use,their,head,and,neck,-s,to,fight,for,dominance,at,mating,time
the,fe-,male,-s,who,receive,little,to,no,aid,from,their,partners,in,raising,the,calves
they,prefer,the,male,-s,that,are,victorious,.,.,.,.,.,.,.,.,.
there,are,about,nine,different,sub,species,of,giraffe,.,.,.,.,.,.,.,.
they,only,have,small,differ,-ence,-s,between,them,.,.,.,.,.,.,.,.
when,giraffe,-s,of,two,different,sub,species,breed,the,young,are,call,-ed,hybrids,.,.
guinea,pig,-s,are,a,kind,of,rodent,.,.,.,.,.,.,.,.,.
they,are,not,pig,-s,.,.,.,.,.,.,.,.,.,.,.,.
